GPA,FamilyIncome,Sleep,District,StudyTime,Pass
3.3,82814,6.7,6,42,1
2.6,45524,5.7,4,32,0
3,111136,7,5,38,1
2.2,79107,7.8,5,44,1
2.4,71004,4.3,6,46,0
2.4,65777,5.1,5,25,0
3.5,54788,7.5,4,29,1
3.1,85210,5.2,5,29,0
3.4,86988,5.7,5,30,0
2.9,55019,5.5,4,40,0
3.9,58468,6.8,6,17,0
3,81399,5.5,6,34,0
1.8,61618,8.9,4,44,1
3.1,75159,4.6,5,48,1
1.8,91730,6.3,4,30,0
0.2,69162,7.4,6,50,1
2.7,100875,6.3,6,34,1
1.8,75119,7,6,39,1
2.6,76353,4.3,5,31,0
3.6,66533,5.1,6,46,1
3.2,96690,5.3,5,46,1
4,88304,6,6,39,1
2.9,68803,7.3,5,43,1
3.7,80414,5.3,6,33,0
2.9,95665,5.3,4,43,0
1.8,104527,6.1,6,41,1
2.5,82379,6.9,5,35,0
1.6,83252,5.2,5,34,0
3,101118,5.6,3,36,0
2.6,74652,5.9,5,56,1
2.2,96885,4.7,4,42,0
3.8,86745,6.3,5,37,1
3.8,78892,5.5,3,40,0
1.2,108156,4.1,5,39,0
1.9,91996,6.8,4,49,1
2.6,96761,7.4,5,41,1
3.9,76647,5.1,7,47,1
2,78320,7,5,26,0
2,65525,8.2,4,34,0
3.3,55332,3.8,3,35,0
3,81247,7.2,4,49,1
2.4,93301,4.7,3,28,0
1.4,57347,4.6,5,55,0
1.9,83814,5.4,5,41,0
2.6,59372,4.9,5,34,0
2.9,50809,5.4,6,51,1
0.9,58146,5.1,5,45,0
2.4,44868,5.2,4,35,0
3,62711,4.8,4,44,0
2,78072,4.7,8,20,0
1.6,89827,5.4,5,51,1
3.7,68692,7.2,5,30,1
3.6,73104,5.4,5,36,1
2.3,73449,4.2,4,52,0
3,60611,6.5,5,32,0
1.6,81339,5,4,31,0
3.4,64558,8.2,5,41,1
3.1,58519,5.6,6,33,0
2.2,61061,7.9,5,39,1
3.2,81979,4.5,5,46,0
3,73672,4.7,7,29,0
3.7,53620,7.4,6,32,1
0.8,82908,5.9,4,42,0
0.9,66979,6.5,6,50,1
2.4,71722,5,6,55,1
2.9,79405,4.9,3,34,0
2.1,104732,5.7,4,43,0
2,107592,4.5,6,48,0
3.3,55447,6.1,4,43,1
1.9,61365,4.8,6,32,0
2.2,68985,6,5,44,1
3,76401,3.5,5,28,0
2.6,76670,4.9,4,29,0
3.1,92391,6.5,4,40,1
2.8,84864,5.7,5,41,1
2.7,69414,3.7,5,49,0
3.3,94538,5.3,4,50,1
2.2,105663,6.5,4,29,0
2.1,68901,6.4,6,53,1
2.3,69422,6,5,37,0
2.9,83326,5.3,5,49,1
2.6,100624,6.6,6,43,1
3.7,81806,4.7,5,58,1
3.3,88205,4.4,5,43,0
2.2,74256,5.4,5,46,0
3.2,105619,5.4,5,42,1
2.9,83488,5.9,5,41,1
3.8,41561,6.9,5,31,1
1.8,70025,5.4,6,54,1
2.7,60962,5.5,3,41,0
3.6,110433,6.1,5,36,1
1.8,77463,5.5,6,46,0
2.5,64861,7.7,5,35,1
3.9,66906,4.6,3,28,0
2.2,57611,5.5,7,38,0
3.1,63079,5.2,4,17,0
2.6,83799,5.2,4,44,0
2.5,65049,6.4,6,37,1
3.4,69886,6.4,5,38,1
2.5,61735,6.8,6,31,1
2.4,75861,6.8,5,53,1
2.1,59054,5.4,5,24,0
1.5,79889,6.7,5,45,0
1.7,78382,5.6,6,34,0
3.7,85155,6.7,5,34,1
1.7,100351,4.8,3,36,0
4,93314,8.5,3,26,1
3.2,81180,4.3,4,38,0
3,74135,7.8,4,42,1
3,61152,6.9,5,55,1
2.4,81017,6.3,4,44,0
2.3,92798,5.1,4,50,0
1,97068,5.9,4,51,0
2.4,39349,6.1,5,50,1
2.1,75920,5.9,5,30,0
3,83691,4.7,5,22,0
3.3,71711,6.8,5,34,1
1.7,83222,5.5,2,41,0
3,63393,4.7,5,29,0
2,83886,6.8,5,36,0
3.1,92984,5.8,4,36,0
2,67594,6.6,4,37,0
2.2,66796,4.4,5,31,0
2.4,99324,4.4,6,59,1
2.9,56194,4.9,7,33,0
2.5,63603,5.1,5,58,1
3.7,88396,6.8,4,49,1
1.6,75267,6.7,5,53,1
3.2,46706,5.1,5,40,0
3.1,72279,6.2,4,46,1
2.5,80740,6.2,4,38,0
1.3,90835,7.9,5,42,1
3.3,72570,5,5,54,1
3.2,101524,7.2,5,50,1
2.9,70190,6.8,7,38,1
1,48978,6.3,5,61,1
2.8,74518,4.5,4,42,0
3.1,55833,7.3,6,44,1
2.9,61970,6.6,5,46,1
0.9,84152,5.8,5,46,0
3.6,85927,4.9,4,34,0
2.4,89729,6.8,5,26,0
2,57368,8,6,38,1
1,61292,5.6,5,41,0
3,67701,5.9,6,50,1
3.4,74047,5.8,3,21,0
1.3,94473,6,6,51,1
1.2,59564,6.1,4,39,0
1.9,67712,5.8,4,32,0
4,81761,7.3,6,40,1
3.3,64549,3.4,5,45,0
1.5,86954,6.3,3,52,0
3.2,82734,3.9,6,56,1
2.2,67359,6.7,4,39,0
1.8,75097,8.4,5,42,1
3.5,58746,5.4,6,36,1
2.4,77374,6.6,6,47,1
3,49421,4.6,4,48,0
1.7,73708,4.5,4,28,0
1.7,96197,8.5,3,47,1
1.7,55741,5.9,5,47,0
2,79316,6.4,5,47,1
1.7,73856,7.3,5,45,1
1.9,83481,5.9,6,41,0
3.1,71656,6.4,6,26,0
2.4,84888,6.2,4,44,1
1.5,85916,6.8,5,18,0
3.1,70472,5.7,5,37,1
2.6,63363,7.3,4,49,1
3.2,105344,5.4,5,38,0
3.3,77399,5,4,53,1
3.1,78546,7.7,6,42,1
2.4,73035,7.3,5,44,1
0.9,66398,8,3,57,1
2.7,89468,5.9,4,36,0
2.8,41627,6.1,7,55,1
2.2,76316,6,6,37,0
3.6,89135,6.6,4,42,1
1.6,85449,9.3,5,44,1
1.9,49259,6.4,5,40,0
1.7,47946,6.2,4,36,0
2.3,73727,6.6,5,47,1
3.2,97087,6.6,3,50,1
2.9,85631,6.2,7,36,1
2.6,77940,4.4,6,40,0
2,82389,6.2,6,33,0
2.8,107792,6.6,4,31,0
2.4,70756,4,4,44,0
2.4,81940,5.6,6,42,1
2.2,68888,6.1,6,24,0
1.8,66309,5.2,5,28,0
2,79935,6.8,5,40,1
3.6,98038,6.9,5,43,1
2.5,92157,5.9,5,48,1
2.9,109344,5.8,5,52,1
1.2,92416,7.9,5,33,0
2.5,73817,7.1,5,32,1
2.8,87447,7.1,5,46,1
3.6,96580,5.4,6,45,1
3.2,66095,5.6,6,36,1
0.9,96083,5.1,6,45,0
2.3,77132,5.5,4,42,0
2.8,70510,7.7,6,36,1
2.2,92884,6.9,6,41,1
3.1,73668,4.6,5,41,0
1.7,60536,4.8,5,44,0
3.7,67352,5.5,5,51,1
3.8,51502,6.9,4,25,0
3.8,72508,7.3,3,52,1
1,101045,5.8,5,44,0
2.3,110051,4.9,5,41,0
2,83236,6.3,5,34,0
3.2,83464,4.6,7,42,1
2.7,64924,6.3,6,42,1
3.7,80931,4.8,5,43,1
2.7,79136,5.3,6,41,1
1.2,99550,6.1,6,32,0
2.5,80068,6.1,5,44,1
2.3,71769,4.1,7,24,0
2.5,87477,5.3,6,42,1
3.6,83644,3.8,4,37,0
1.1,44636,5.4,6,53,0
2,64682,6.2,5,27,0
2.7,71588,6,5,36,0
2.7,93078,4.9,5,10,0
1.5,67061,5.4,5,45,0
3.1,74463,6.5,6,34,1
3.1,64912,5.7,4,30,0
2.8,81802,6.7,5,33,0
2.7,58182,6.6,5,27,0
2.5,85369,4.8,4,40,0
2.5,91251,5.4,6,51,1
2.6,72338,5.3,5,35,0
2.3,68900,6,6,44,1
3.7,44498,5.9,2,56,1
3.2,72179,8.1,3,46,1
3.8,90944,6.2,5,36,1
1.3,87367,6.7,6,32,0
3.9,59240,6.2,6,34,1
2.9,87200,6,4,36,0
3.1,70152,6.1,5,59,1
2.8,78702,3.2,4,38,0
1.6,72403,5.5,6,32,0
0.4,67278,5.5,4,26,0
1.3,67705,7.4,6,51,1
2.2,93508,7.9,4,46,1
3.4,88728,4.3,4,38,0
2.3,98609,5.4,5,31,0
3.5,54050,4.5,4,30,0
2,75587,6.5,5,33,0
3.6,62660,4.8,6,25,0
1.9,81815,5.5,5,45,0
1.4,88575,6.8,7,41,1
3.4,73141,4.8,6,39,0
3.1,87343,5.8,5,53,1
3.7,111262,4.7,4,28,0
2.3,89695,7,5,36,0
1.8,70152,3.4,4,37,0
3.8,75722,6.2,5,50,1
3.3,70493,6.7,5,44,1
2.8,64158,6,6,26,0
3.7,57934,5.7,3,53,1
3.4,66911,6.8,5,45,1
3.3,83449,6.9,6,42,1
1.2,66004,5.1,6,47,0
3,67806,5.9,5,26,0
1.7,62753,4.7,6,30,0
1.7,56974,5.8,6,49,1
3.1,69203,7.8,5,49,1
3.7,79515,5.8,3,30,0
1.9,87037,6.9,5,30,0
3.6,86572,5.5,5,42,1
3.2,104703,7.5,3,28,0
3.3,81446,5.9,5,28,0
2.1,61415,6,7,29,0
3.8,101169,4.7,5,46,1
3.3,61579,5.2,6,47,1
3.6,90559,6.4,6,40,1
2.6,77574,5.6,6,34,0
1.3,68812,5.9,6,39,0
1.3,71196,6,5,38,0
3.6,78371,4.1,6,46,1
3.6,80120,6,5,30,0
3.8,65636,6.8,5,32,1
3.9,95419,7.2,5,30,1
3,54577,5.4,5,38,0
3.4,104404,5.9,5,48,1
3.8,85526,6.4,6,50,1
2.8,52563,6.3,4,43,0
2.4,70315,5.9,5,33,0
1.7,104060,5.1,5,22,0
1.7,90452,7.8,6,29,0
2.4,90620,5.5,7,36,1
2.3,78056,6.8,3,31,0
4,98808,5.9,6,31,1
1.6,67096,5.5,6,33,0
3.2,83606,8.4,4,39,1
0.8,72138,4.8,5,33,0
2.8,89947,4.4,5,43,0
2.8,77268,5.9,5,32,0
3.4,68895,5.1,5,46,1
2.5,74976,5.3,5,35,0
3.3,47667,4.6,4,57,1
2.4,93646,4.2,6,31,0
3.3,73478,5.9,6,17,0
3.2,81613,5.5,4,51,1
2.6,66214,6.3,4,34,0
3.1,89409,5.9,5,47,1
2.9,78628,5.3,5,55,1
1.9,80846,7.1,7,29,1
3,51239,5.8,5,43,1
3,73919,4.8,6,56,1
2.5,64459,7.1,4,39,1
2.2,73093,7,7,35,1
2.6,128655,6.1,8,46,1
3.1,74015,5.8,6,28,0
0.7,91668,6.7,7,48,1
2.8,69070,5.5,4,43,0
3.3,87559,5,5,45,1
3.4,33998,6.6,5,51,1
2.1,90644,5.8,5,40,0
3.7,73933,5.8,6,45,1
2.1,75825,7.3,6,32,1
3.9,104911,5.8,6,46,1
2.7,59479,5.7,5,34,0
1.6,50453,7.4,5,43,1
2,54615,5.9,5,48,1
2,107081,6.5,4,45,0
2.1,75156,5.4,6,50,1
3.6,114355,6.2,5,40,1
2.5,29315,5.5,4,18,0
2.9,62927,4.6,2,47,0
2.3,50163,7.2,6,32,1
1.9,69981,5.3,6,38,0
2.6,76155,7.2,5,42,1
3.4,70141,5.1,3,51,1
1.3,88475,5.2,5,37,0
1.4,86608,6.4,3,42,0
3.7,93986,4.5,3,34,0
2.7,86711,4.5,4,51,0
2.7,75351,7.8,6,48,1
1.3,69805,5.6,6,31,0
1.1,81611,7.1,5,42,0
2.9,61541,6.7,4,50,1
3.4,82315,6.3,6,31,1
3,62459,6.5,5,41,1
2.5,85268,6.6,4,52,1
3.8,79273,6.2,6,39,1
2.8,47576,7.9,5,49,1
2.2,61144,5.7,7,41,1
3.6,66534,6.5,4,32,0
2.9,80989,4.4,5,32,0
2.9,58203,4,6,63,1
3.5,70457,6.6,5,41,1
3,69251,6,4,61,1
3,87216,6.7,5,40,1
4,78406,4.5,6,41,1
3.6,92155,8.4,5,17,1
2.9,58108,4.5,5,32,0
2.4,57277,5.1,3,60,1
3.2,73937,3.8,3,48,0
2.3,68547,6.1,5,45,1
3.4,93031,7.1,7,27,1
2.7,88070,4.8,7,40,0
2.7,56943,5.9,5,40,0
2.6,66635,6.1,6,54,1
2.4,75445,6.7,5,45,1
3,90812,5.2,3,22,0
3.1,49979,6.3,4,49,1
3.1,61203,5.5,6,33,0
1.4,63432,5.1,6,30,0
2.8,48761,5.4,7,44,1
0.9,102767,4.8,4,50,0
3.2,81452,6.4,5,48,1
2.5,87781,4.5,5,45,0
2.4,82910,6.2,5,24,0
2.2,58606,5.6,5,30,0
2.7,102196,5.8,5,38,0
3.5,77951,5.7,4,36,0
2.8,91259,2.5,5,40,0
3,71514,4.7,6,39,0
2.5,78356,3.4,4,45,0
1.8,42808,7,6,45,1
3.3,84293,4.8,6,29,0
1.7,67494,6.4,5,31,0
2.9,87095,6.4,6,35,1
3,70813,5.4,5,35,0
3.8,80683,5.4,5,52,1
2.7,69698,7,4,43,1
3.4,74542,5.3,6,34,0
2.4,92801,2.9,3,25,0
2.3,92333,6.5,5,54,1
3.4,76723,5.9,5,46,1
1.2,93671,6.1,5,40,0
3.6,68162,4.8,6,26,0
1.8,79303,6.1,5,44,0
3.2,47072,5.4,6,31,0
3.5,63012,6.4,4,37,1
2.7,74422,5.6,5,40,0
2.9,59437,5.2,7,44,1
3.8,73927,6.4,5,45,1
3.7,87853,7.1,6,30,1
2.2,58351,4.7,7,45,1
3.3,83841,6,5,55,1
2.6,73604,6,5,44,1
3.4,56422,6.6,5,36,1
1.8,73837,4.8,5,56,1
3.9,45499,6.7,5,50,1
1.9,67515,5.9,5,47,0
1.6,70448,5.2,5,52,0
2.5,61101,5.7,5,30,0
3.5,70006,5.6,6,46,1
2,93216,7.1,3,13,0
3,73922,7.7,6,39,1
1.4,73228,4,5,45,0
2.2,77488,5.5,6,55,1
3.2,81109,6.9,5,39,1
4,59685,6.5,5,41,1
2.2,77291,4.7,4,47,0
1.9,87765,4.4,5,49,0
3.2,73144,8.7,5,27,1
3.6,54835,4.9,6,34,0
2.8,86626,8,4,54,1
3.7,69608,7.4,6,36,1
2.2,76654,4.5,5,49,0
3.6,91985,6.7,5,49,1
3.1,82060,6.2,5,45,1
3.8,65193,5.7,6,39,1
1.3,101509,5.5,6,32,0
2.6,63095,5.7,5,23,0
3.1,80946,7,4,21,0
2.4,106572,6.3,4,54,1
3.7,52882,6.3,4,50,1
2.7,85961,5.1,4,45,0
3.4,91494,3.7,5,31,0
3.1,83033,8.1,6,44,1
4,79882,5.5,5,56,1
2.3,75135,7.2,5,34,0
2.5,75890,4.9,6,14,0
2.3,94022,5.3,4,30,0
2.8,63856,6.8,5,35,1
3.1,99901,5.9,5,26,0
2.7,96508,4.3,6,34,0
2.3,76736,6.1,5,59,1
2.5,64199,5.5,7,43,1
2.9,92119,7.2,5,39,1
3.3,81004,5.4,5,46,1
3.2,100492,3.6,6,44,0
2.4,90433,6.4,5,19,0
2.6,75925,6,5,33,0
2.3,59647,6.2,6,44,1
2.3,52121,7.1,6,42,1
2.4,57892,6.7,6,42,1
2.7,58285,6.8,5,52,1
3.6,88301,6.5,7,36,1
3.3,89107,6.2,6,50,1
3.8,73433,4.9,2,47,0
2.4,93211,6.8,5,56,1
3,71989,5.9,6,41,1
3.3,76004,4.9,6,62,1
3.1,97105,6.6,5,26,0
2.8,71921,5.4,6,28,0
3.5,98194,6.2,5,47,1
3.2,65179,6.2,3,41,1
3.7,72102,6.9,7,39,1
2.6,57125,5.3,5,39,0
3,68207,5.7,5,55,1
0.6,46462,5.3,4,38,0
1.3,71718,3.8,6,33,0
1.9,51142,5.7,5,55,1
2.7,69796,5.4,4,39,0
2.3,97451,7,4,40,0
3.5,39354,5.2,6,43,1
2.6,69746,5.4,4,36,0
1.7,82409,6.9,5,57,1
1.3,64591,4.3,5,46,0
3.4,76709,6.6,5,36,1
1.5,89053,4.6,3,61,0
2.8,91701,6.8,6,31,1
2.8,80057,6.3,6,42,1
3.5,89719,4.2,6,52,1
2.8,86208,5.7,5,29,0
2.7,75023,4.2,4,46,0
2.9,83970,5.8,4,47,1
3.1,60055,4.8,6,33,0
2.9,78137,4.5,4,31,0
2.8,94903,4.2,4,44,0
2.9,93289,6.7,4,23,0
3.9,72399,5.8,5,37,1
3.4,63858,6.5,4,36,1
2.9,116044,5.4,5,17,0
2.7,64981,6.2,5,25,0
2,89927,6,7,49,1
1.9,42606,3.7,6,44,0
2,76940,6.4,6,30,0
1,69125,4.9,4,46,0
2.3,34020,4.2,7,39,0
3.7,91849,8.1,5,39,1
2.8,57571,7.6,4,46,1
3.6,53095,6.6,5,50,1
1.7,89696,5.9,5,33,0
1.7,63153,4,5,23,0
2.8,91308,7.4,4,39,1
3.1,77881,4.8,5,23,0
2.1,83702,6.7,4,27,0
2.6,87859,7.6,5,48,1
2.2,67266,5.6,6,60,1
2.1,57093,4.8,5,38,0
2.4,87634,5.3,4,51,0
2.1,86632,5.7,4,26,0
3.4,64543,5.4,3,47,1
3.4,55490,3.7,5,42,0
1.9,86591,5.1,4,41,0
3.1,82682,6,6,34,1
2.7,60023,4.8,6,37,0
3.2,51660,5.8,6,50,1
3.8,72092,5.6,5,52,1
2.2,97386,6.6,5,43,1
2.9,76250,7.2,5,39,1
1.8,88135,6,5,20,0
2.7,82652,6.7,3,48,1
3.4,68378,9.1,4,39,1
3.8,75987,5.1,5,34,0
3.9,83000,6.2,5,21,0
2.8,105071,6,7,32,1
3.4,64785,6.2,4,58,1
2.4,73959,5.7,5,48,1
3,60164,7,5,49,1
3.5,87442,5.5,5,53,1
2.9,71188,5.7,6,32,0
2.8,94903,5.8,5,28,0
3.9,85211,6.7,6,45,1
2.6,93661,6.1,5,47,1
3.1,59719,3.3,7,33,0
2.6,60279,4.8,5,11,0
2.9,62236,5.2,7,34,0
3.5,80103,6.7,4,46,1
3.2,59368,4.6,4,42,0
1.6,77909,5.9,4,35,0
3.5,99052,6.2,3,36,0
2.4,92243,5.7,5,31,0
2,75728,6,5,37,0
3.8,113662,6.4,4,33,1
3.2,72050,6.9,5,32,1
2.3,106732,5.5,5,30,0
3.2,80715,4.8,5,43,0
3,90109,6.6,5,48,1
3.3,99001,4.9,5,55,1
3.5,81591,5.7,4,50,1
2.4,86068,7.9,4,27,0
3.2,64161,6.1,6,26,0
2.1,77105,5.8,4,46,0
2,86843,6.4,5,45,1
2.2,55377,5.6,4,35,0
3.6,54960,6.7,6,37,1
2.8,78723,5.7,6,41,1
2.5,75648,5.6,4,32,0
2.5,102701,6.5,5,32,0
3.7,108258,6.5,4,43,1
1.5,66671,6.8,3,51,1
3.1,79641,6.1,6,40,1
2.1,101378,7.5,5,29,0
1.3,78811,6.5,5,46,0
3.7,97676,6.6,5,26,0
2.7,57044,5.6,7,54,1
1.4,69067,6.4,7,38,0
2,79794,5.9,3,20,0
1.7,47057,8.2,4,55,1
2.3,71210,5.7,4,19,0
1.9,102198,5.1,7,51,1
2.5,65793,6.8,4,42,1
3.5,91089,6.4,7,39,1
2.2,87543,5.1,6,25,0
3.5,65751,6.3,5,39,1
1.1,70944,6.2,5,31,0
2.5,112308,6.1,5,44,1
3.8,68204,3.7,5,31,0
2.2,56915,4.9,7,46,1
3.2,68391,6.5,4,30,0
2.7,87347,6,4,29,0
3.7,54451,3.7,3,45,0
2.1,78855,7,3,34,0
3,77952,5.8,6,41,1
2.8,104202,5.5,4,45,0
1.8,97158,6.1,5,33,0
3.1,73286,7,5,25,0
3,104534,5.5,4,31,0
3.4,85173,4.9,5,40,1
3,97035,4.5,4,59,1
1.3,77281,3.9,4,32,0
2.5,85551,4.2,6,44,0
3.3,64050,5.4,5,42,1
1.8,79857,5.7,7,46,1
2.1,65389,6.5,5,51,1
3.3,64210,5.5,5,50,1
3.7,84221,6.5,6,37,1
3.2,77797,3.8,5,40,0
3.2,57875,5.9,5,17,0
3.2,72644,5.8,6,32,0
1.5,106897,6,5,24,0
2.3,80321,6.3,8,44,1
1.7,93312,7.1,6,19,0
3.3,80444,4.8,5,38,0
3.6,74694,6.2,6,36,1
3.6,96379,5.8,5,50,1
3,71659,6.7,3,32,0
3.6,63009,6,4,39,1
2.9,99096,6.4,5,43,1
2.9,82062,5.4,5,45,1
3.9,92065,6.5,3,50,1
2.4,90393,6.3,4,46,1
2.9,90627,5,4,16,0
2.3,78043,5.2,6,35,0
3.8,67763,6.2,5,30,1
2.9,86305,5.5,3,59,1
0.4,44904,8,4,54,1
3.3,65589,6.4,4,54,1
2.5,96260,6,5,45,1
3.7,97337,6.2,5,55,1
3.8,85693,5.7,6,40,1
2.4,73520,4.2,7,55,1
3.1,95816,5.6,4,39,0
2.1,80521,3.2,6,35,0
3.9,76143,5.6,5,27,0
2.6,67193,6.3,5,56,1
2.2,86420,5.8,5,36,0
2.6,71927,6.8,5,51,1
3.5,87283,6.6,6,36,1
2.8,67811,7.7,5,33,1
1.8,72083,6.7,7,32,1
3.2,84644,4.7,5,70,1
2.5,101541,5.3,6,56,1
2.9,93609,6.2,3,34,0
3.1,58951,5.6,4,29,0
3.6,97741,6.7,6,42,1
3,66114,5.3,7,39,1
3.5,76218,6.4,4,47,1
3.2,102276,5.8,5,28,0
3.5,79062,5.4,4,48,1
3.3,78261,6.5,4,44,1
3.9,72602,5.8,5,51,1
2.9,72477,5.8,5,54,1
2.5,53784,5.7,4,37,0
1.7,47544,4.6,6,31,0
2.2,74504,6.8,4,55,1
3.5,72804,6,5,46,1
3,74652,4.2,4,45,0
1.3,55358,6.2,4,36,0
2.8,58955,5.5,5,45,1
1.6,69645,5.2,3,46,0
1.5,85610,7.4,6,33,0
2.6,98462,3.9,5,31,0
0.9,79168,8.5,6,33,0
2.3,80943,6.4,4,33,0
3,72821,7,4,24,0
1.8,82486,7.2,6,38,1
3.4,79194,6.3,4,38,1
2.9,98378,5.2,5,45,1
2.2,81660,7.3,5,32,0
2.9,59703,5.9,5,35,1
3.6,88041,6.7,7,24,1
1.9,61515,4.7,7,27,0
1.2,70106,6.1,7,53,1
3.8,62898,5.6,4,25,0
3.8,91150,6.2,4,48,1
2.8,68648,4.5,5,38,0
1.6,80008,4.9,4,32,0
3.4,57138,5.3,4,24,0
3.7,61924,6,4,25,0
1.6,42147,7.3,6,25,0
2.7,57587,5.9,6,36,0
3.3,91009,6.1,8,29,1
3.5,61241,5.4,5,40,1
2.1,51016,7.5,5,41,1
1.9,85129,6.1,6,44,1
3,65205,5.8,5,44,1
1.9,57971,4.1,5,57,0
2.7,109925,4.7,6,42,0
3.6,108522,6.9,4,43,1
2.1,115409,6.3,5,47,1
1.8,80345,5,7,43,0
0.9,92651,5.4,6,48,0
4,84664,7.8,7,33,1
1.6,80140,5.4,6,54,1
3,69657,6.8,5,31,1
2.6,101305,5.6,3,50,1
3.8,105145,6,6,41,1
1.3,52028,4.1,4,31,0
2.5,84317,5,5,25,0
3.2,79803,4.7,4,29,0
2.2,69493,6.3,5,48,1
1.6,72545,5.2,6,42,0
2.6,82387,6.8,5,36,0